Epoch,Time,Loss,Metrics,Validation
1.0,5.359000000054948,1.8535118103027344,0.20555555820465088,0.375
2.0,1.5150000000139698,1.5358572006225586,0.3638888895511627,0.4444444477558136
3.0,1.2660000000614673,1.4155539274215698,0.4583333432674408,0.5138888955116272
4.0,1.1089999999385327,1.6259187459945679,0.4819444417953491,0.4722222089767456
5.0,1.015999999945052,1.3714295625686646,0.543055534362793,0.5138888955116272
6.0,0.9529999999795109,1.4894462823867798,0.5722222328186035,0.5277777910232544
7.0,1.015999999945052,1.5168309211730957,0.5638889074325562,0.5277777910232544
8.0,1.1560000000754371,1.6092239618301392,0.6013888716697693,0.5416666865348816
9.0,0.9679999999934807,1.4755343198776245,0.6041666865348816,0.5833333134651184
10.0,0.9839999999385327,1.8161201477050781,0.637499988079071,0.5555555820465088
11.0,0.9849999999860302,1.6130374670028687,0.6416666507720947,0.5833333134651184
12.0,0.9070000000065193,1.5259164571762085,0.6583333611488342,0.5416666865348816
13.0,1.0940000000409782,1.7933517694473267,0.644444465637207,0.6111111044883728
14.0,1.062000000034459,1.37261164188385,0.6694444417953491,0.5972222089767456
15.0,1.015999999945052,1.3087660074234009,0.6763888597488403,0.5833333134651184
16.0,1.047000000020489,1.5583082437515259,0.6763888597488403,0.5833333134651184
17.0,0.875,1.3243948221206665,0.7166666388511658,0.5694444179534912
18.0,0.9690000000409782,1.7268280982971191,0.6930555701255798,0.6111111044883728
19.0,0.9679999999934807,1.2828320264816284,0.7013888955116272,0.6111111044883728
20.0,0.9689999999245629,1.4605602025985718,0.7250000238418579,0.5833333134651184
21.0,0.9220000000204891,1.4371718168258667,0.7097222208976746,0.625
22.0,0.9530000000959262,1.5002981424331665,0.7236111164093018,0.625
23.0,1.0309999999590218,1.7146148681640625,0.7277777791023254,0.6388888955116272
24.0,0.9849999999860302,1.550445556640625,0.7347221970558167,0.6388888955116272
25.0,1.234000000054948,1.4156160354614258,0.7388888597488403,0.5972222089767456
26.0,0.9690000000409782,1.7074161767959595,0.7569444179534912,0.6527777910232544
27.0,1.1559999999590218,1.1863377094268799,0.75,0.6527777910232544
28.0,1.452999999979511,1.5624089241027832,0.7541666626930237,0.625
29.0,1.0150000000139698,1.4793158769607544,0.7833333611488342,0.625
30.0,0.8589999999385327,1.01183021068573,0.7861111164093018,0.6388888955116272
31.0,0.7190000000409782,1.4515118598937988,0.7902777791023254,0.6527777910232544
32.0,0.8279999999795109,1.0801266431808472,0.7833333611488342,0.625
33.0,0.8119999999180436,0.8185751438140869,0.7777777910232544,0.6527777910232544
34.0,0.7809999999590218,1.2359681129455566,0.7708333134651184,0.6805555820465088
35.0,1.0,1.372064232826233,0.7902777791023254,0.6527777910232544
36.0,0.7969999999040738,0.7795846462249756,0.800000011920929,0.625
37.0,0.6720000000204891,1.3498390913009644,0.7972221970558167,0.6666666865348816
38.0,0.6570000000065193,0.8870171904563904,0.7986111044883728,0.6944444179534912
39.0,0.7349999999860302,0.8206960558891296,0.8111110925674438,0.6666666865348816
40.0,0.6870000000344589,1.0373257398605347,0.8333333134651184,0.6944444179534912
41.0,0.6720000000204891,0.8089752793312073,0.8236111402511597,0.6666666865348816
42.0,0.6709999999729916,1.1343578100204468,0.8138889074325562,0.6666666865348816
43.0,0.7349999999860302,1.2238178253173828,0.8291666507720947,0.6666666865348816
44.0,0.7190000000409782,1.1460696458816528,0.8458333611488342,0.6388888955116272
45.0,0.890999999945052,0.8889636397361755,0.8388888835906982,0.6805555820465088
46.0,0.8280000000959262,0.8213748931884766,0.8347222208976746,0.6805555820465088
47.0,0.734000000054948,0.909384548664093,0.8430555462837219,0.6666666865348816
48.0,0.7959999999729916,1.1917595863342285,0.8305555582046509,0.7083333134651184
49.0,1.1089999999385327,0.8061534762382507,0.8194444179534912,0.6527777910232544
50.0,0.8589999999385327,0.9961795806884766,0.8444444537162781,0.6944444179534912
